Age,Gender,Marital_Status,Education,Location,Monthly_Income,Credit_Score,Existing_Loans,Bank_Balance,Monthly_Expense,Loan_Amount,Loan_Tenure,Interest_Rate,EMI,Missed_EMI,Credit_Inquiries,Online_Engagement_Score,Past_Application_Status,Loan_Status
45,Male,Divorced,High School,Semi-Urban,86776,705,3,56544,52208,637133,12,12.97291061,59982.30788,3,9,20,Approved,0
45,Female,Married,High School,Rural,130385,307,4,28051,22031,1703606,60,14.3605465,48780.69432,0,,66,,0
41,Male,Divorced,Bachelor,Semi-Urban,45029,854,4,390175,38583,1083260,36,8.875650833,38102.75349,0,4,91,Rejected,1
29,Male,Married,Master,Semi-Urban,42828,452,3,494797,54200,1017414,48,8.497717881,28400.87262,4,,69,,0
58,Male,Married,Master,Semi-Urban,133333,759,0,73168,59580,1967433,24,12.64638041,102710.4634,,5,92,Rejected,1
42,Female,Married,High School,Urban,30875,752,3,349613,31597,1349459,48,14.76895236,44722.14224,2,1,35,Approved,0
63,Female,Single,Master,Urban,45744,326,3,82619,27945,1788429,48,11.15384521,53882.15436,0,,54,,0
43,Female,Married,High School,Urban,126325,547,0,98509,70175,190132,24,7.602945254,9126.802656,,,97,,0
24,Male,Single,High School,Urban,114550,470,1,221062,9879,1618353,36,8.623150058,56583.66731,0,,97,,0
49,Female,Divorced,Master,Semi-Urban,133052,481,0,252916,71812,1073427,48,12.72525568,33746.09002,,,91,,0
35,Male,Single,High School,Rural,37087,865,4,399274,15980,1657368,48,8.921171475,46849.88677,1,2,86,Approved,1
21,Male,Single,Master,Urban,93158,735,2,478115,65295,1642193,24,11.96283882,84795.78348,0,1,65,Approved,1
50,Male,Married,High School,Semi-Urban,129154,629,1,272908,65258,277639,36,10.86938092,10226.99782,3,,43,Approved,0
49,Male,Married,High School,Urban,45207,574,3,59569,84369,961741,36,13.00614149,37138.81072,1,,98,,0
40,Male,Single,Bachelor,Semi-Urban,92550,393,3,308827,26394,604294,60,9.692193042,14952.34509,0,,30,,0
53,Male,Single,High School,Urban,149139,505,4,393559,36303,1111786,24,7.284807083,53073.70544,4,,95,,0
61,Male,Married,High School,Urban,123827,357,4,451227,5536,692429,12,7.538458857,62052.28961,2,,70,,0
64,Male,Single,Bachelor,Urban,67897,331,1,129145,31948,1646127,36,11.74952342,61843.42312,2,,47,,0
56,Female,Single,Bachelor,Rural,116732,860,1,444573,26579,1644899,12,7.743061101,147688.7112,3,1,21,Approved,0
42,Female,Single,Master,Urban,144828,345,1,300090,63847,1754248,60,10.15842547,44087.79797,1,,85,,0
33,Male,Single,Master,Semi-Urban,138022,488,4,12510,28151,1232932,48,11.85690777,37868.38418,0,,16,,0
27,Female,Single,Bachelor,Rural,126878,831,2,34304,91889,1860064,48,9.759795378,53879.53669,0,9,68,Approved,1
28,Female,Divorced,High School,Semi-Urban,123585,758,0,468051,95367,1656313,36,10.30562534,60233.14546,,6,95,Approved,0
48,Female,Single,Bachelor,Urban,110628,326,4,225078,46553,1778938,24,13.95126812,94804.45084,0,,35,,0
63,Male,Single,Master,Urban,148204,548,2,80616,64068,151810,60,13.21139086,4201.517705,2,,87,,0
29,Female,Divorced,High School,Semi-Urban,120741,348,4,177661,61019,929756,60,14.50542331,26734.68696,3,,86,,0
45,Male,Married,Bachelor,Urban,124927,828,0,199982,47049,1387879,12,14.42921229,132344.9173,,9,47,Approved,1
36,Female,Single,Master,Semi-Urban,79363,430,1,292096,71516,251925,12,12.88116394,23697.98935,1,,93,,0
30,Female,Single,Bachelor,Semi-Urban,141120,481,2,188451,19529,594601,60,10.36755211,15047.14738,0,,57,,0
31,Female,Married,Bachelor,Semi-Urban,55498,435,1,236875,58271,141935,60,10.23945979,3576.698104,4,,34,,0
51,Male,Single,High School,Rural,135642,866,0,73014,86645,281990,48,11.09701708,8482.498206,,2,63,Approved,0
32,Male,Married,Master,Rural,25920,725,4,,12917,926737,60,11.31705023,24185.55765,0,1,77,Rejected,0
51,Male,Married,High School,Semi-Urban,49906,620,3,216174,26417,1195988,48,9.970095178,34853.17849,3,,12,Approved,0
34,Male,Single,Master,Semi-Urban,95624,304,0,315523,28035,568916,12,9.760693124,52037.17874,,,76,,0
64,Male,Married,High School,Semi-Urban,72412,670,0,339919,43601,1870365,60,7.191061272,42381.00776,,0,8,Approved,1
52,Male,Single,Master,Rural,119473,786,2,142461,97075,541013,36,10.12519441,19593.02373,1,3,40,Rejected,1
37,Male,Single,Bachelor,Urban,79533,432,3,11577,31135,332707,24,11.79373017,17132.67215,2,,29,,0
55,Male,Married,Bachelor,Semi-Urban,144820,333,2,20152,7350,1459424,48,11.26469764,44104.64174,2,,46,,0
21,Male,Single,Master,Urban,88518,300,2,114003,92353,1343442,60,9.632244907,33174.3353,3,,66,,0
49,Female,Single,High School,Urban,64961,309,1,497733,34286,1236998,24,12.33763872,64259.61202,4,,90,,0
24,Female,Married,High School,Rural,53950,819,0,102570,41906,1760624,12,8.233792126,158799.1767,,0,72,Approved,1
43,Male,Married,Master,Urban,126576,392,0,62423,16635,317080,36,12.71644224,12167.8857,,,55,,0
48,Female,Single,Bachelor,Urban,135846,733,0,174543,36990,1016469,60,10.44234951,25786.42047,,3,86,Rejected,0
36,Female,Married,Master,Urban,90996,616,3,487564,94581,789464,60,14.86967213,22940.29237,3,,90,Approved,0
32,Male,Single,High School,Urban,70246,848,1,230355,9618,692001,12,11.81620589,64480.77191,2,8,34,Approved,0
41,Male,Married,Bachelor,Urban,81056,512,3,289889,25924,944823,12,14.63652222,90259.35236,1,,1,,0
37,Female,Married,High School,Urban,38773,330,4,379692,25202,1636055,48,12.47132418,51087.62274,1,,40,,0
60,Male,Married,Master,Semi-Urban,91957,409,2,108912,7512,313960,60,7.895517259,7298.397166,3,,54,,0
33,Female,Married,Bachelor,Rural,105078,451,2,16592,95534,118952,60,14.9718471,3466.64263,4,,3,,0
52,Male,Single,Bachelor,Urban,61051,660,3,494307,85908,471492,36,13.03662115,18219.21881,4,4,81,Approved,0
57,Female,Single,High School,Semi-Urban,134878,640,3,176644,59938,1687256,48,12.115768,52186.50187,1,,19,Rejected,0
35,Male,Single,Bachelor,Urban,135943,800,2,471983,94754,410762,36,12.90353004,15826.95539,1,2,79,Rejected,1
32,Female,Married,Bachelor,Urban,68573,750,1,53185,32641,523416,48,12.96788376,16560.83154,1,6,13,Approved,1
35,Female,Single,Bachelor,Rural,99103,779,1,25167,18320,263699,60,9.13936424,6403.351009,0,5,40,Rejected,1
54,Female,Divorced,Bachelor,Urban,105549,489,2,16521,86927,1633566,48,7.319993985,43997.36941,1,,17,,0
26,Female,Married,High School,Urban,73816,350,4,295993,35162,1112857,60,7.361383517,25374.42265,4,,24,,0
37,Male,Single,Master,Urban,59645,698,3,428668,24958,795486,24,10.74057204,40265.22891,3,6,60,Rejected,0
40,Female,Married,Master,Rural,128716,717,0,329693,35251,1131872,24,8.770721457,55434.1117,,7,59,Approved,1
29,Male,Married,Bachelor,Urban,72937,747,4,268038,84637,764789,48,10.99554966,22940.83369,1,1,79,Approved,1
25,Female,Single,High School,Urban,101739,375,1,144374,90202,183476,12,14.98858017,17581.37061,1,,50,,0
43,Male,Married,Bachelor,Semi-Urban,37388,552,0,112636,53769,156370,24,10.55525386,7890.854206,,,30,,0
53,Female,Single,High School,Urban,53231,877,0,451429,65357,1379852,60,10.70269943,35304.31768,,3,5,Approved,1
58,Male,Single,Master,Urban,42996,640,4,122455,32592,1705444,48,7.097414763,45616.95285,4,,39,Approved,0
34,Female,Married,Bachelor,Urban,29740,834,4,,14380,1391950,60,13.42266709,38768.90122,1,1,1,Approved,0
37,Female,Divorced,High School,Semi-Urban,95246,326,3,485663,50605,470917,24,14.51357472,25317.11589,0,,5,,0
39,Male,Single,High School,Semi-Urban,66019,616,4,464354,73081,1641526,24,13.70702019,87147.27502,2,,69,Approved,0
53,Female,Married,PhD,Semi-Urban,60740,419,2,48296,64817,872400,60,8.532496436,20743.12491,4,,93,,0
21,Female,Single,Master,Urban,21629,456,1,,67228,999719,12,12.40959068,93648.33632,4,,35,,0
33,Female,Married,High School,Urban,96761,858,3,346469,56731,316257,48,9.937123728,9207.591616,3,6,98,Approved,0
47,Female,Married,PhD,Semi-Urban,111277,593,3,396081,87280,1819424,36,8.274526974,63085.28303,0,,20,,0
26,Male,Single,High School,Urban,98116,371,2,343841,26575,1695983,36,12.99564684,65477.63565,1,,99,,0
26,Female,Married,Master,Semi-Urban,75034,872,0,367957,23218,1506092,60,8.360287032,35594.33451,,9,82,Rejected,1
53,Male,Single,Bachelor,Semi-Urban,107512,832,4,117862,75199,301119,24,7.085366577,14324.57375,1,9,77,Rejected,1
50,Male,Single,Master,Rural,76934,613,0,247191,31587,780817,36,8.907695298,27485.42771,,,17,Rejected,0
55,Male,Married,Bachelor,Semi-Urban,61306,445,1,205724,15568,397199,60,7.368144545,9058.833038,1,,84,,0
43,Male,Single,Bachelor,Rural,41773,343,1,486665,43280,478264,48,13.03703186,15159.78584,3,,52,,0
30,Female,Married,Bachelor,Rural,118753,371,3,22338,15907,1550738,48,7.402726019,41873.44878,4,,27,,0
39,Female,Married,Bachelor,Rural,61665,479,4,132879,66989,1729419,48,7.784500815,47248.44885,2,,67,,0
48,Male,Single,High School,Semi-Urban,147648,643,0,434190,18670,1313622,12,8.301157411,118555.6525,,,14,Approved,0
43,Female,Single,Master,Urban,63905,820,4,163681,35083,1935845,48,7.79256918,52901.10924,1,8,75,Approved,1
24,Female,Single,Bachelor,Urban,72193,776,3,61724,63962,409077,24,10.73721475,20705.16467,4,2,89,Approved,0
40,Male,Single,Bachelor,Semi-Urban,105247,344,3,461081,77677,818327,48,12.11289154,25308.73433,2,,10,,0
39,Male,Single,Bachelor,Semi-Urban,115924,495,0,72281,64872,1063858,12,9.696858004,97251.56664,,,74,,0
62,Male,Single,Bachelor,Urban,109688,899,4,415112,43455,1760403,60,9.607150896,43433.76438,3,3,72,Approved,0
47,Female,Married,Master,Semi-Urban,149078,604,2,402530,53683,1694010,36,10.05825599,61254.82185,1,,27,Approved,0
54,Male,Divorced,Master,Rural,78874,429,1,186083,63840,1203444,12,12.61450458,112937.7082,0,,60,,0
24,Male,Single,Master,Urban,112332,887,1,433901,23779,829253,60,7.356394827,18904.47707,2,9,75,Rejected,0
58,Female,Single,Master,Semi-Urban,107844,503,1,18185,58554,1084958,36,14.94210455,43647.35211,1,,92,,0
27,Female,Married,Master,Semi-Urban,133818,643,3,194717,61529,1078153,48,14.74336265,35707.85473,1,,31,Approved,0
27,Female,Divorced,High School,Urban,76025,871,2,106651,72382,1631481,60,10.91793694,42035.02224,2,6,28,Pending,0
46,Female,Single,High School,Urban,88787,614,3,284245,15546,1519614,36,7.796168083,52084.13847,3,,89,Pending,0
46,Female,Married,Master,Rural,109070,324,0,163626,26831,363668,48,11.42640625,11039.26526,,,90,,0
39,Female,Married,High School,Rural,39285,699,4,249254,70216,1373808,24,13.27598505,72440.87873,0,1,52,Approved,1
29,Female,Divorced,PhD,Rural,49310,748,4,425520,63177,635531,24,11.98634695,32828.53755,2,1,98,Approved,0
40,Female,Single,Master,Urban,35731,553,4,208202,46993,89811,36,13.35482678,3494.258624,3,,42,,0
62,Male,Divorced,Bachelor,Urban,82461,715,4,373455,75284,523668,24,9.184056013,25827.3302,3,2,64,Approved,0
36,Female,Single,Bachelor,Rural,138446,731,3,181089,94798,774332,24,8.306157211,37623.60277,4,7,11,Approved,0
37,Male,Divorced,Bachelor,Rural,43609,531,4,67743,53230,439684,48,10.71083452,13084.5688,1,,98,,0
42,Female,Single,Master,Rural,106662,798,0,495510,72156,1554322,48,8.010247382,42757.12811,,7,21,Pending,0
33,Female,Married,Master,Urban,45740,419,2,21228,17128,1380171,60,13.58512382,38627.67827,4,,5,,0
32,Male,Married,High School,Semi-Urban,108111,351,3,324653,13718,1122822,24,9.676150149,55838.07855,4,,16,,0
30,Female,Married,Master,Semi-Urban,114066,893,0,48214,32696,1738916,36,12.77664344,66817.81364,,1,14,Approved,1
21,Male,Married,Bachelor,Semi-Urban,30907,395,0,103548,13375,724885,24,14.26783946,38822.32734,,,80,,0
52,Female,Single,High School,Semi-Urban,122828,873,1,278899,68287,876954,12,8.560157117,79335.22002,1,5,18,Approved,1
50,Male,Married,Bachelor,Semi-Urban,40151,672,2,122107,77180,1380136,60,8.964239892,33312.15849,3,5,13,Approved,0
28,Male,Divorced,Bachelor,Semi-Urban,89083,483,1,115434,53987,859479,12,7.866747132,77257.66996,4,,55,,0
41,Female,Single,High School,Urban,42743,808,4,239487,92123,155396,48,7.107631291,4157.831227,1,5,26,Approved,1
42,Male,Married,High School,Urban,67778,601,0,37293,68176,1140907,48,7.441880031,30844.30668,,,46,Rejected,0
38,Male,Married,High School,Semi-Urban,107164,338,1,357976,39904,1162563,24,8.535686923,56709.51983,1,,73,,0
22,Female,Married,Master,Urban,84822,850,0,493311,91827,508164,36,14.5390534,20272.51961,,9,48,Approved,1
64,Female,Married,High School,Rural,40990,518,4,476155,21044,739267,24,11.52074793,37900.21564,1,,43,,0
29,Male,Married,Bachelor,Rural,126336,791,4,14182,7802,1572713,12,13.4833741,148730.6481,0,2,71,Approved,1
23,Female,Married,High School,Rural,108996,490,2,453193,97294,275887,48,14.36460319,9050.1519,4,,75,,0
46,Male,Married,Master,Urban,90792,548,4,43916,68419,821651,12,7.388869571,73530.14339,0,,65,,0
41,Male,Divorced,Master,Urban,41361,710,2,83593,39857,1774567,36,10.58010975,64939.4558,4,1,6,Approved,0
50,Male,Married,Master,Urban,48546,856,4,451977,66217,1501114,24,9.830431063,74843.58141,1,3,26,Approved,1
48,Female,Married,Bachelor,Semi-Urban,109203,698,4,36705,42952,1874225,12,10.57426323,172700.8738,2,7,16,Rejected,0
56,Female,Single,Bachelor,Urban,90785,385,2,475949,29622,1302910,24,7.958012151,62928.39468,2,,43,,0
46,Male,Single,Bachelor,Urban,42969,598,1,40876,63882,83815,12,14.86637302,8022.937546,3,,96,,0
54,Male,Married,Bachelor,Urban,110389,874,3,380945,14633,1806206,60,11.79612,47858.61893,2,3,24,Pending,0
28,Male,Married,High School,Semi-Urban,106525,675,1,366178,6504,494318,60,14.63404433,14266.85961,0,6,55,Rejected,1
30,Female,Single,Bachelor,Semi-Urban,72436,361,4,166607,80233,1257609,60,10.82452023,32304.32839,4,,46,,0
63,Male,Single,High School,Urban,40964,532,0,421841,22379,1602456,24,9.383877767,79300.04269,,,16,,0
34,Female,Single,Master,Urban,122679,633,3,303490,9106,655360,12,12.65348004,61523.82057,2,,88,Approved,0
60,Male,Married,Bachelor,Rural,125677,429,4,273386,46028,1713289,36,8.670748266,59970.94247,0,,30,,0
35,Male,Married,Bachelor,Urban,146773,548,2,240671,72496,1650178,48,13.57555875,53047.11533,3,,19,,0
37,Male,Divorced,Bachelor,Urban,92416,302,0,169887,71999,118622,48,14.67834847,3922.270877,,,86,,0
38,Male,Single,Master,Urban,20912,600,3,,44785,1850860,36,10.03123092,66884.78115,1,,70,Rejected,0
52,Female,Single,Bachelor,Urban,64729,697,3,272523,91926,1398425,48,10.55062036,41429.06357,2,9,82,Rejected,0
58,Female,Single,Bachelor,Urban,100057,302,3,354581,93584,1646144,60,8.088873825,38531.94259,4,,81,,0
43,Female,Single,High School,Semi-Urban,60340,735,0,400107,21517,1590300,12,13.75281776,150750.9217,,6,36,Rejected,0
43,Female,Married,High School,Rural,121708,872,0,101025,34822,1513745,24,10.28965542,76052.63704,,5,1,Approved,1
55,Female,Single,High School,Urban,74334,706,2,490259,23910,1824413,48,10.11993835,53394.3934,1,2,37,Rejected,1
59,Male,Single,High School,Semi-Urban,61150,696,0,251899,43369,798276,36,8.785031798,28018.40004,,8,31,Rejected,0
35,Female,Single,Master,Rural,144267,872,0,402171,87533,294971,24,14.83763191,15937.68427,,4,27,Approved,0
44,Female,Single,Master,Urban,127890,807,1,123810,6307,1628152,12,11.481989,151258.0195,0,1,87,Approved,1
48,Female,Single,High School,Urban,124235,727,2,140813,62651,980127,24,13.61042085,51955.24247,2,1,17,Pending,0
36,Female,Single,High School,Urban,89031,309,2,137634,55622,810634,24,10.29685491,40732.2339,3,,56,,0
36,Male,Single,Bachelor,Rural,121450,716,3,424085,75400,947603,12,11.39019026,87961.39871,1,1,92,Approved,1
60,Male,Single,Bachelor,Urban,76001,544,4,462323,56881,501797,60,7.712943384,11588.55988,0,,64,,0
59,Male,Single,Master,Urban,89860,318,3,435869,89626,1091876,12,10.90659016,100913.5367,2,,27,,0
26,Female,Married,Bachelor,Semi-Urban,61307,361,2,365880,94671,1114438,24,9.606248375,55356.22352,4,,44,,0
22,Male,Divorced,Master,Semi-Urban,113813,894,2,204042,67248,613559,36,9.903749517,22107.08443,4,5,5,Approved,0
33,Male,Married,High School,Urban,125666,842,4,152583,33369,1668439,12,8.070302421,150257.2561,2,3,91,Approved,0
64,Female,Married,Bachelor,Semi-Urban,106478,702,4,76624,88910,1026995,12,12.26781765,96082.07282,0,8,97,Rejected,1
29,Female,Divorced,Master,Semi-Urban,85453,341,4,25815,5766,561549,60,7.911513918,13061.40227,2,,15,,0
54,Female,Single,High School,Semi-Urban,37559,518,4,54129,34268,738142,48,14.57726237,24344.69967,0,,90,,0
37,Male,Single,Bachelor,Urban,143719,566,3,497488,39148,1277721,36,9.99828639,46138.1004,0,,77,,0
47,Female,Single,High School,Semi-Urban,82149,538,0,63032,11809,1912973,36,11.78939409,71932.13271,,,98,,0
49,Male,Single,Bachelor,Urban,145919,595,3,256105,39849,377473,48,11.41392844,11454.39567,0,,36,,0
57,Male,Married,High School,Rural,27144,764,4,,82014,1720367,24,14.26800237,92137.12536,1,5,3,Approved,0
63,Male,Single,Master,Urban,36818,669,3,279202,76328,1550239,36,7.478164635,52722.97983,2,9,96,Approved,0
42,Male,Married,Master,Urban,27778,722,3,,56219,956862,48,10.79313713,28540.91065,0,5,6,Approved,0
44,Male,Single,Master,Urban,83607,789,3,448777,76061,1351798,24,10.97294144,68685.91691,0,3,60,Approved,1
27,Female,Divorced,Bachelor,Rural,34589,642,4,46493,24799,1889718,60,13.92121939,53417.94905,4,,86,Approved,0
54,Male,Divorced,PhD,Semi-Urban,140012,401,4,83401,55276,379707,12,12.74386281,35674.69493,1,,99,,0
32,Male,Divorced,Master,Urban,86523,586,4,70839,31626,1276496,36,13.72096023,50053.84793,0,,41,,0
43,Male,Married,Bachelor,Rural,59273,346,1,433212,9033,1846482,48,14.12955525,60210.01619,2,,74,,0
35,Male,Single,High School,Rural,42403,347,0,371710,27941,830340,24,7.553012708,39823.80714,,,83,,0
53,Male,Married,Bachelor,Urban,95641,686,2,355080,88506,1712736,48,14.20890566,55962.08687,1,5,63,Rejected,1
33,Female,Single,Master,Semi-Urban,113437,600,1,44861,30593,531718,12,9.07003264,48328.74968,3,,72,Rejected,0
43,Male,Married,High School,Rural,124094,477,1,456110,8586,875469,12,10.38281263,80530.60882,1,,27,,0
58,Male,Single,Bachelor,Urban,55776,590,1,91537,47434,199899,12,13.95383461,18982.71465,2,,2,,0
52,Male,Single,PhD,Urban,102205,335,1,329855,63636,912064,24,7.454614678,43668.5714,3,,72,,0
55,Male,Divorced,Bachelor,Semi-Urban,56807,709,3,233107,88527,1101234,48,8.099531759,30375.2748,4,0,94,Approved,0
21,Female,Single,Bachelor,Semi-Urban,87111,426,1,399148,98976,1616838,48,9.430359409,46390.26121,3,,95,,0
25,Male,Single,Master,Urban,140045,863,0,379061,92445,1012305,60,13.41475323,28188.26814,,5,20,Rejected,0
33,Male,Single,High School,Urban,127124,579,4,91800,10971,367730,36,10.37498732,13394.05063,3,,78,,0
25,Male,Married,Master,Rural,142234,561,2,189706,15778,535066,24,9.499383594,26530.08098,1,,61,,0
52,Male,Married,Master,Urban,146477,607,0,259292,80586,1221098,60,12.7052404,33280.25303,,,27,Approved,0
41,Female,Married,Bachelor,Rural,114763,327,1,385747,72578,1065481,12,13.48377932,100762.3422,4,,54,,0
44,Female,Married,High School,Urban,33019,344,4,320578,41852,705762,24,10.77457054,35743.65204,4,,97,,0
38,Female,Single,High School,Semi-Urban,65729,889,1,26231,53780,816099,48,7.295956207,21963.91464,0,4,33,Approved,1
41,Male,Married,Bachelor,Semi-Urban,143046,850,2,101922,93959,1953690,48,13.49952187,62680.10906,1,7,79,Rejected,1
30,Female,Married,Master,Urban,88227,768,1,12694,24264,1329994,48,12.16081885,41186.38842,2,1,89,Approved,0
44,Female,Married,Bachelor,Urban,134686,548,3,88684,26749,1517381,36,11.1349218,56229.40454,1,,93,,0
60,Female,Single,Master,Urban,115447,807,3,476468,30980,867819,60,11.00332295,22421.0606,3,1,85,Approved,0
41,Female,Single,Bachelor,Semi-Urban,21434,461,1,,25337,319451,36,9.079500968,11290.68528,1,,63,,0
45,Female,Single,Bachelor,Urban,48969,754,4,9802,16157,1568020,12,11.16329914,145255.2303,1,1,77,Approved,1
43,Male,Single,PhD,Urban,39594,544,2,353548,41920,1150710,36,12.76907326,44208.75024,1,,52,,0
42,Female,Single,Master,Urban,31125,428,1,491817,32672,772678,36,7.573141141,26339.61074,0,,45,,0
24,Female,Single,Master,Urban,147830,397,2,120134,72881,1554665,24,8.274561279,75497.85068,0,,48,,0
54,Female,Single,High School,Semi-Urban,74889,413,1,184041,46097,1024038,60,11.82633245,27159.47819,2,,89,,0
26,Male,Single,Master,Urban,142655,633,2,249564,21531,1864375,60,7.931590129,43395.79862,0,,37,Pending,0
48,Male,Married,Bachelor,Urban,107162,515,1,414740,55296,1123355,36,12.59366623,42993.60383,4,,40,,0
51,Female,Married,Master,Urban,105297,704,3,155104,39124,1499793,48,12.19886478,46492.16417,3,6,59,Approved,0
55,Male,Single,Bachelor,Semi-Urban,135252,682,1,36501,65193,345110,12,10.21061913,31695.65564,1,3,96,Approved,1
59,Male,Married,High School,Urban,144547,757,3,197764,41280,190171,48,13.24065379,6060.219476,4,0,22,Approved,0
62,Female,Divorced,Bachelor,Urban,33970,440,4,226649,42811,689466,48,9.431835458,19782.98322,0,,28,,0
43,Male,Married,High School,Semi-Urban,127846,857,1,235204,11938,1579290,36,14.63704593,63132.61689,0,6,30,Pending,1
26,Female,Divorced,High School,Rural,90688,675,2,117375,56654,1709927,60,7.140459908,38673.50432,1,2,43,Approved,1
36,Female,Single,Bachelor,Urban,127085,332,4,328308,95421,572836,24,7.864305919,27622.29795,4,,86,,0
22,Female,Married,Master,Urban,55708,852,3,300810,46689,504640,48,11.71478954,15439.79283,0,0,6,Approved,1
44,Male,Single,High School,Rural,96620,812,4,438026,21528,1812507,36,12.26782571,68877.01664,3,0,93,Approved,0
37,Female,Single,High School,Rural,77797,564,1,119220,17208,1314575,36,14.94045284,52882.92705,1,,97,,0
21,Female,Divorced,Master,Urban,97434,486,0,340341,34716,1059708,24,8.926705333,52037.58421,,,22,,0
26,Male,Divorced,Bachelor,Semi-Urban,108658,420,1,66969,84332,1598955,24,13.21442385,84230.84924,3,,25,,0
25,Female,Single,PhD,Urban,35926,387,3,14695,53280,820031,60,8.820174125,19694.53017,3,,77,,0
49,Male,Divorced,High School,Urban,39976,837,4,354795,94752,1832497,48,14.62862097,60516.10754,2,4,24,Approved,0
32,Male,Single,Bachelor,Semi-Urban,30429,850,0,274099,82469,1614708,60,10.50262879,41044.03228,,1,10,Approved,0
59,Female,Married,High School,Urban,127490,672,2,193764,13827,547344,60,7.41303425,12503.63318,0,6,91,Rejected,1
23,Male,Single,PhD,Urban,109405,449,4,280814,65854,1924629,12,8.813105829,174520.7159,2,,70,,0
21,Female,Single,Master,Urban,140816,652,4,154796,35127,1538255,36,10.04264974,55602.76904,0,0,2,Approved,1
47,Male,Married,Master,Rural,127378,779,1,72682,25909,1309894,24,9.654428606,65117.48175,0,6,51,Rejected,1
44,Male,Single,High School,Rural,77903,769,2,76962,39767,1533651,36,10.34377807,55821.20465,2,3,89,Pending,0
64,Male,Single,PhD,Urban,83224,763,0,329903,47203,1442743,36,12.00610081,54510.95937,,6,17,Approved,1
39,Male,Single,Master,Semi-Urban,130937,654,4,480799,9442,1929097,60,9.420292133,47295.49774,4,1,15,Pending,0
28,Female,Single,Bachelor,Urban,45155,644,1,204095,6858,1577721,36,7.406872733,53563.89888,3,,93,Approved,0
64,Female,Married,Bachelor,Semi-Urban,142671,836,1,371499,60747,282253,36,10.65661083,10346.91143,3,3,11,Approved,0
22,Male,Single,PhD,Rural,143739,668,0,499562,84199,937052,24,10.50295919,47245.34909,,0,35,Rejected,0
50,Female,Married,Bachelor,Urban,62394,422,2,386159,5910,1925858,36,11.06453305,71253.3218,0,,36,,0
50,Female,Single,High School,Urban,72082,736,2,183309,51462,1394852,48,9.66525896,40294.08816,4,8,27,Approved,0
59,Female,Single,Master,Semi-Urban,101206,565,1,93518,62476,1334412,12,7.064673245,119056.9873,0,,79,,0
52,Female,Single,Bachelor,Semi-Urban,139979,701,2,115797,6769,1062449,12,9.992115949,97384.178,0,7,99,Rejected,1
21,Female,Married,PhD,Urban,104294,408,2,495512,59098,626472,48,9.182250316,17845.1856,3,,38,,0
58,Female,Single,Bachelor,Rural,35795,840,1,40772,98715,1044428,12,10.95843764,96573.41592,0,4,83,Approved,1
33,Female,Single,High School,Rural,127832,613,4,156194,9626,1193254,36,7.68422576,40786.97205,2,,42,Pending,0
31,Male,Single,Bachelor,Urban,148392,367,4,44657,33590,1667366,24,12.73623623,87170.22271,0,,2,,0
30,Female,Married,Master,Urban,57217,378,2,168837,99795,1770314,60,13.09809022,48828.34375,2,,15,,0
46,Male,Single,High School,Semi-Urban,111126,312,1,373683,38334,691541,36,12.47906075,26400.95735,2,,77,,0
40,Male,Married,Bachelor,Semi-Urban,149287,477,4,87557,10430,363873,60,13.23601961,10078.07514,0,,17,,0
37,Male,Single,High School,Urban,53463,352,4,389197,76736,1966802,36,9.308643122,69890.27048,3,,37,,0
37,Female,Single,Bachelor,Urban,114729,355,1,418058,23372,1776759,36,7.981224722,61171.67738,3,,47,,0
24,Female,Single,PhD,Urban,133344,624,0,184494,71398,1920369,36,8.592626476,67094.42793,,,3,Approved,0
25,Male,Single,Bachelor,Urban,125841,354,2,211242,67026,236053,24,13.66481661,12523.55913,3,,32,,0
43,Male,Married,Bachelor,Semi-Urban,31207,717,2,415817,83037,1622385,24,13.99029663,86514.08116,4,5,83,Rejected,0
30,Female,Divorced,Bachelor,Urban,65311,880,4,77937,15408,1438076,24,7.270079258,68632.27208,0,7,67,Pending,1
48,Female,Single,Bachelor,Semi-Urban,25164,869,1,,11133,1272465,36,14.7300699,50965.83199,0,2,30,Approved,0
53,Female,Single,Bachelor,Urban,146630,434,3,147480,17301,1379614,36,12.54084407,52740.54782,3,,1,,0
63,Male,Single,Master,Rural,52045,356,3,126608,55053,835502,48,14.90945503,27787.02458,4,,58,,0
46,Male,Single,Master,Semi-Urban,48390,610,1,387439,89726,103088,48,8.473100587,2875.562494,3,,18,Rejected,0
49,Female,Single,Bachelor,Urban,147760,834,1,301072,59303,1921658,60,13.5642737,53749.21256,4,1,60,Approved,0
47,Female,Married,PhD,Semi-Urban,40561,453,0,113066,92084,1355651,24,12.98257648,71151.99399,,,92,,0
38,Male,Single,Master,Urban,144129,886,3,85648,63402,1939793,12,14.83691173,185633.1979,0,5,49,Approved,1
60,Female,Married,High School,Semi-Urban,135682,732,1,62867,44301,158508,60,7.933811168,3689.777117,1,5,68,Pending,1
30,Female,Single,Bachelor,Rural,99999,888,1,401098,48237,856407,60,13.48720393,23898.89655,0,7,96,Rejected,1
62,Male,Single,Master,Semi-Urban,125842,863,2,28039,44460,137171,12,11.35014105,12728.34183,0,9,80,Approved,1
25,Male,Single,Master,Rural,136034,749,3,489964,71159,1634832,12,10.99457486,151214.569,2,6,84,Approved,0
